Name,Description,Strengths,Weaknesses,Height,Weight,40 time,RAS
Donovan Edwards,"Edwards is a dynamic running back with exceptional receiving ability and big-play potential. He displays excellent burst and acceleration, quickly reaching top speed and outrunning pursuit angles. As a runner, Edwards shows improving vision and patience, setting up blocks and finding cutback lanes. His greatest asset is his receiving ability, demonstrating route-running skills and hands comparable to wide receivers. Edwards creates mismatches in the passing game, particularly against linebackers in coverage. He runs with good balance and competitive toughness, consistently fighting for extra yards.","Receiving ability, burst, acceleration, big-play potential, route running, hands, mismatch creation, versatility, speed, space production","Between-the-tackles running needs development, must improve in pass protection, vision can be inconsistent, needs to run with more consistent pad level, occasionally dances too much looking for the big play",5-11,205,4.44,9.78
Tyler Batty,"Batty is a powerful edge defender with good play strength and technical refinement. He displays impressive strength at the point of attack, setting a firm edge against the run and controlling offensive tackles. As a pass rusher, Batty combines power moves with improving finesse, showing the ability to convert speed to power effectively. He demonstrates good awareness of screen plays and has the motor to make plays in pursuit. Batty plays with high effort and physicality, wearing down opponents throughout the game.","Play strength, edge-setting ability, technical refinement, power as a pass rusher, awareness, motor, physicality, play recognition, hand usage, competitive toughness","Athletic limitations affect bend around the edge, lacks elite first-step quickness, can struggle against athletic tackles in space, needs to develop more counter moves as a pass rusher, change of direction ability is merely adequate",6-5,275,4.78,8.76
Nick Nash,"Nash is a versatile athlete with experience at multiple positions and developing skills. He displays good athleticism and competitive toughness, showing the ability to contribute in various roles. As a receiver, Nash demonstrates reliable hands and improving route-running ability, using his size effectively against smaller defensive backs. He shows good awareness finding soft spots in zone coverage and the toughness to make catches in traffic. Nash's background at quarterback gives him good field vision and understanding of offensive concepts, helping him adjust to different situations.","Versatility, athleticism, competitive toughness, reliable hands, size, zone coverage awareness, field vision, adaptability, special teams value, development trajectory","Route precision needs refinement, release package against press coverage must improve, lacks elite top-end speed, position-specific technique requires development, needs to improve blocking in the run game",6-2,203,4.57,5.99
Tommi Hill,"Hill is an athletic cornerback with excellent length and developing coverage skills. He displays fluid movements in his backpedal and transitions, showing the ability to change direction quickly. In press coverage, Hill uses his length effectively to disrupt receivers at the line of scrimmage. He demonstrates good ball skills, timing his jumps well and using his length to bat away passes. Hill shows competitive toughness at the catch point, challenging receivers and disrupting passes. Against the run, he is a willing tackler who takes good angles to the ball carrier.","Length, athleticism, press coverage potential, ball skills, competitive toughness, transitions, recovery speed, development trajectory, physical tools, disruption at line of scrimmage","Technique needs refinement, can get overaggressive in press coverage leading to penalties, route recognition in zone coverage must improve, tackling technique can be inconsistent, needs to develop better awareness of route combinations",6-0,213,4.55,
Tyrion Ingram-Dawkins,"Ingram-Dawkins is a disruptive interior defensive lineman with excellent quickness and developing power. He displays impressive first-step quickness, often beating offensive linemen off the snap and penetrating the backfield. As a pass rusher, Ingram-Dawkins shows good hand usage and the ability to win with both power and finesse moves. Against the run, he is developing the strength to hold his ground against double teams and the quickness to shoot gaps and make plays in the backfield. Ingram-Dawkins plays with high motor and effort, rarely giving up on plays even when initially blocked.","First-step quickness, penetration ability, pass rush potential, hand usage, motor, backfield disruption, developing power, competitive toughness, gap-shooting ability, playmaking upside","Consistency against the run needs improvement, must continue adding functional strength, can get washed out by double teams, needs to maintain gap discipline, sometimes plays too high affecting leverage",,,,9.79
Howard Cross III,"Cross is a compact, powerful interior defensive lineman with excellent leverage and hand usage. He displays impressive strength at the point of attack, anchoring against double teams and maintaining gap integrity. As a pass rusher, Cross uses his natural leverage advantage and quick hands to split double teams and pressure the quarterback. He demonstrates good awareness of screen plays and has the lateral quickness to make plays in pursuit. Cross plays with high motor and physicality, consistently fighting through blocks to make plays.","Leverage, hand usage, strength at point of attack, gap integrity, motor, physicality, awareness, quickness for size, splitting double teams, consistency","Size limitations could affect matchups with bigger offensive linemen, lacks ideal length, pass rush repertoire needs expansion, can be overwhelmed by size at times, limited scheme versatility due to physical traits",,,,4.69
Jalen Travis,"Travis is a developing tight end with excellent size and athletic upside. He displays good movement skills for his size, running fluid routes and showing burst after the catch. As a receiver, Travis presents a large catch radius and demonstrates improving hands, working to pluck the ball away from his body. In the blocking game, he shows competitive toughness and developing technique, particularly in zone schemes where he can use his mobility. Travis demonstrates good awareness in finding soft spots in zone coverage and has the physical tools to develop into a complete tight end.","Size, athletic upside, catch radius, movement skills, development trajectory, competitive toughness, zone coverage awareness, yards after catch potential, red zone target, blocking willingness","Route running needs significant refinement, must add functional strength, can struggle against physical defenders at the line of scrimmage, blocking technique is raw, needs to improve play strength at point of attack, hands are inconsistent",6-8,339,5.14,9.07
CJ Dippre,"Dippre is a well-rounded tight end with good blocking ability and developing receiving skills. He displays excellent strength at the point of attack, effectively sealing defenders in the run game and anchoring in pass protection. As a receiver, Dippre shows reliable hands and good body control, making catches away from his frame and adjusting to poorly thrown balls. He demonstrates good awareness in finding soft spots in zone coverage and has enough speed to threaten the seam. Dippre plays with high competitive toughness, finishing blocks and fighting for extra yards after the catch.","Blocking ability, strength at point of attack, reliable hands, competitive toughness, body control, zone coverage awareness, YAC effort, versatility, red zone effectiveness, development trajectory","Athletic limitations affect separation against man coverage, route running needs refinement, lacks elite speed to consistently stretch the field, change of direction ability is merely adequate, sometimes labors in and out of breaks",6-5,256,4.69,8.72
Jimmy Horn Jr,"Horn is an explosive receiver with excellent quickness and big-play ability. He displays impressive burst off the line of scrimmage, quickly accelerating to top speed and threatening defenses vertically. As a route runner, Horn shows developing precision, using his quickness to create separation at the break point. After the catch, he is dynamic, making defenders miss in space and turning short passes into significant gains. Horn demonstrates good tracking ability on deep balls, adjusting his speed and position to make over-the-shoulder catches. He offers additional value as a return specialist.","Explosiveness, quickness, big-play ability, acceleration, yards after catch, deep ball tracking, return ability, versatility, speed, space production","Size limitations affect contested catch situations, play strength needs development, route tree could be expanded, must improve against physical press coverage, blocking in the run game needs significant work",5-8,174,4.46,4.48
Cam Jackson,"Jackson is a physical, downhill linebacker with excellent size and play strength. He displays good instincts against the run, quickly diagnosing plays and attacking the line of scrimmage. At the point of contact, Jackson delivers jarring hits and rarely misses tackles, bringing proper leverage and wrap-up technique. He demonstrates developing coverage skills, showing awareness in zone and the ability to carry tight ends in man coverage. Jackson plays with high motor and competitive toughness, consistently fighting through blocks to make plays.","Size, physicality, tackling power, downhill ability, play strength, motor, competitive toughness, blitzing potential, run defense, hit power","Coverage limitations against quicker backs, lateral agility in space can be improved, processing speed against complex offenses needs development, change of direction is adequate but not exceptional, must improve coverage technique",6-6,342,5.17,3.88
Tonka Hemingway,"Hemingway is a stout interior defensive lineman with excellent play strength and leverage. He displays impressive power at the point of attack, anchoring against double teams and maintaining gap integrity. As a pass rusher, Hemingway shows developing hand usage and the ability to push the pocket with bull rushes. He demonstrates good awareness of screen plays and has the motor to make plays in pursuit. Hemingway plays with high effort and physicality, consistently fighting through blocks to make plays.","Play strength, leverage, power at point of attack, anchor against double teams, motor, physicality, awareness, bull rush ability, gap integrity, competitive toughness","Athletic limitations affect pass rush potential, lacks elite quickness, pass rush repertoire needs expansion, can struggle against athletic interior offensive linemen, lateral mobility in space is limited",6-3,288,4.82,9.46
Jay Higgins,"Higgins is an instinctive linebacker with excellent processing speed and consistent tackling technique. He displays outstanding football intelligence, quickly diagnosing plays and taking proper angles to the ball. Against the run, Higgins demonstrates good technique to stack and shed blockers, maintaining gap integrity and making tackles at the line of scrimmage. In coverage, he shows awareness in zone, understanding route combinations and passing off receivers correctly. Higgins is a reliable tackler who brings proper form and leverage to the point of contact.","Instincts, processing speed, football intelligence, tackling technique, zone coverage awareness, angles to the ball, communication skills, consistency, reliability, leadership","Athletic limitations against elite athletes in space, can be targeted in man coverage by athletic tight ends, speed is good but not elite, play strength can be improved, lacks ideal size for consistent stack-and-shed",6-2,232,4.82,3.44
Raheim Sanders,"Sanders is a big, physical running back with excellent size and contact balance. He displays impressive lower body strength, consistently breaking tackles and falling forward for extra yardage. As a runner, Sanders shows good vision, finding cutback lanes and setting up blocks effectively. He accelerates well for his size and has enough speed to break long runs when he finds daylight. Sanders demonstrates reliable hands as a receiver out of the backfield and is a willing pass protector, identifying and engaging blitzers effectively.","Size, power, contact balance, tackle-breaking ability, vision, acceleration for size, yards after contact, reliable hands, pass protection willingness, durability","Top-end speed is merely adequate, lateral agility in space is limited, sometimes runs too upright making him a larger target, decision-making can be inconsistent, must improve route running as a receiver",6-0,217,4.46,7.08
Rylie Mills,"Mills is a versatile defensive lineman with excellent size and developing technique. He displays good strength at the point of attack, anchoring against the run and maintaining gap integrity. As a pass rusher, Mills shows flashes of quickness and power, using his length to keep offensive linemen off his frame. He demonstrates good awareness of screen plays and has the motor to make plays in pursuit. Mills plays with competitive toughness and physicality, consistently fighting through blocks to make plays in the backfield.","Size, versatility, strength at point of attack, length, motor, physicality, awareness, development trajectory, power potential, competitive toughness","Consistency as a pass rusher needs improvement, must refine hand usage, can get too high affecting leverage, needs to develop more counter moves, processing speed can be improved, occasional lapses in gap discipline",6-5,291,4.79,
Corey Kiner,"Kiner is a compact, shifty running back with excellent vision and change-of-direction ability. He displays impressive balance through contact, consistently breaking arm tackles and falling forward for extra yardage. As a runner, Kiner shows excellent patience, setting up blocks and finding cutback lanes effectively. He accelerates quickly through holes and has enough burst to break chunk gains when he finds daylight. Kiner demonstrates reliable hands as a receiver out of the backfield and has shown improvement in pass protection.","Vision, change-of-direction, balance through contact, patience, acceleration, tackle-breaking ability, yards after contact, reliable hands, cutting ability, competitive toughness","Lacks ideal size for consistent between-the-tackles running, top-end speed is merely adequate, pass protection technique needs refinement, must improve blitz recognition, can be too patient at times",5-9,209,4.57,3.94
Jack Nelson,"Nelson is a technically sound offensive tackle with excellent length and developing strength. He displays good footwork in pass protection, maintaining proper depth in his kick slide and mirroring edge rushers effectively. In the run game, Nelson demonstrates improving power, creating movement at the point of attack and working well on combination blocks. He shows good awareness of stunts and blitzes, communicating with adjacent linemen and picking up late rushers. Nelson plays with competitive toughness, finishing blocks and looking for work when unoccupied.","Length, technique, footwork, kick slide, awareness of stunts/blitzes, communication skills, competitive toughness, development trajectory, mirror ability, pass protection upside","Play strength needs continued development, can be susceptible to power rushes, anchor strength must improve, hand placement can be inconsistent, occasionally plays too high affecting leverage",6-7,316,5.1,
Ty Hamilton,"Hamilton is a disruptive interior defensive lineman with good quickness and developing power. He displays active hands at the point of attack, shedding blocks and maintaining gap integrity. As a pass rusher, Hamilton shows flashes of quickness and power, using swim and bull rush moves effectively. He demonstrates good awareness of screen plays and has the lateral quickness to make plays in pursuit. Hamilton plays with high motor and effort, rarely giving up on plays even when initially blocked.","Quickness, active hands, gap integrity, developing pass rush, motor, awareness, lateral mobility for size, competitive toughness, screen recognition, development trajectory","Consistency against the run needs improvement, must continue adding functional strength, can get washed out by double teams, needs to maintain gap discipline, sometimes plays too high affecting leverage",6-3,299,4.95,9.21
Hollin Pierce,"Pierce is a massive offensive lineman with exceptional size and surprising mobility for his frame. He displays impressive anchor strength in pass protection, rarely getting pushed back into the pocket. In the run game, Pierce generates significant movement at the point of attack, creating lanes with his powerful drive blocking. He shows good awareness of stunts and blitzes, working well in combination with adjacent linemen. Pierce demonstrates improving hand technique, resetting effectively when defenders attempt to disengage.","Size, anchor strength, power, movement skills for size, drive blocking, awareness of stunts/blitzes, hand placement, improving technique, creating movement in run game, competitive toughness","Foot quickness in pass protection needs improvement, can struggle with speed rushers on the edge, must maintain consistent pad level, sometimes slow to adjust to second-level defenders, lateral mobility can be inconsistent",6-8,341,5.42,
Jaydon Blue,"Blue is an explosive running back with excellent burst and home-run speed. He displays impressive vision, quickly identifying running lanes and making decisive cuts. Blue accelerates rapidly through holes and has the top-end speed to break long runs when he finds daylight. In the passing game, he shows developing hands and route-running ability out of the backfield. Blue demonstrates good elusiveness in space, making the first defender miss and creating additional yardage after contact. He runs with improving balance and competitive toughness.","Burst, acceleration, top-end speed, vision, cutting ability, big-play potential, elusiveness in space, yards after catch potential, third-down potential, development trajectory","Frame lacks ideal size for consistent between-the-tackles running, pass protection technique needs significant refinement, must improve blitz recognition, sometimes bounces runs outside prematurely, needs to develop more power to break tackles consistently",6-0,200,4.38,6.34
Connor Colby,"Colby is a powerful interior offensive lineman with good play strength and technical refinement. He displays impressive anchor strength in pass protection, holding his ground against bull rushers and redirecting against quickness. In the run game, Colby generates movement at the point of attack, creating lanes with his powerful drive blocking. He shows good awareness of stunts and blitzes, working well in combination with adjacent linemen. Colby demonstrates good hand technique, resetting effectively when defenders attempt to disengage.","Play strength, anchor, power in run game, technical refinement, awareness of stunts/blitzes, hand usage, drive blocking ability, combination blocking, finishing mentality, reliability","Athletic limitations against quicker interior defenders, lateral mobility in space needs improvement, occasionally plays too high affecting leverage, can struggle against speed in pass protection, must improve body control in space",6-6,309,5.11,9.49
Collin Oliver,"Oliver is an explosive edge defender with an impressive first step and developing pass rush repertoire. He displays excellent get-off at the snap, often beating offensive tackles around the edge before they can set. As a pass rusher, Oliver demonstrates good bend and flexibility, flattening to the quarterback after turning the corner. He shows developing hand usage, employing a variety of moves to defeat blockers. Against the run, Oliver is improving at setting the edge and maintaining gap discipline. He plays with high motor and competitive toughness on every snap.","First-step quickness, explosiveness, bend, flexibility, pass rush potential, motor, competitive toughness, closing burst, developing counter moves, pursuit speed","Play strength against the run needs development, must improve consistency in setting the edge, can get washed out by double teams, needs to develop more power moves to complement speed, occasionally loses gap discipline",6-2,240,4.56,9.74
Jason Marshall Jr,"Marshall is a long, physical cornerback with excellent press-man coverage skills and developing ball production. He displays fluid hips in coverage, transitioning smoothly from backpedal to forward movement. In press coverage, Marshall uses his length effectively to disrupt receivers at the line of scrimmage. He shows good recovery speed when beaten initially and the ability to close quickly on throws in front of him. Marshall demonstrates competitive toughness at the catch point, challenging receivers and disrupting passes. Against the run, he is a willing tackler who takes good angles to the ball carrier.","Length, press-man skills, physicality, fluid hips, transition ability, recovery speed, competitive toughness at catch point, tackling willingness, closing speed, potential","Ball production needs to increase, must improve route recognition in zone coverage, can be too grabby down the field leading to penalties, needs refinement in off-man technique, occasional lapses in zone spacing",6-0,194,4.49,9.42
Jalen McLeod,"McLeod is an athletic edge defender with excellent burst and developing technique. He displays impressive first-step quickness, often beating offensive tackles off the snap and pressuring the quarterback. As a pass rusher, McLeod demonstrates good bend around the edge and the flexibility to flatten to the quarterback. He shows developing hand usage, employing a growing array of moves to defeat blockers. Against the run, McLeod is improving at setting the edge and maintaining gap discipline. He plays with high motor and competitive toughness on every snap.","First-step quickness, burst, bend, flexibility, pass rush potential, motor, competitive toughness, closing speed, developing hand usage, pursuit ability","Consistency against the run needs improvement, must add more functional strength, can get washed out by double teams, needs to develop more counter moves as a pass rusher, occasionally loses gap discipline",,,,
Shemar James,"James is an athletic, sideline-to-sideline linebacker with excellent range and developing instincts. He displays impressive closing speed, quickly filling gaps against the run and pursuing ball carriers to the boundary. In coverage, James demonstrates fluid movement skills, carrying tight ends down the seam and matching running backs out of the backfield. He shows good blitzing ability, timing his rushes well and using his athleticism to defeat blockers. James is a physical tackler who brings proper form and leverage to the point of contact. He plays with high competitive toughness and energy on every snap.","Athleticism, range, closing speed, coverage potential, blitzing ability, tackling technique, competitive toughness, sideline-to-sideline ability, physical tools, development trajectory","Processing speed against complex offenses needs development, can take false steps in run fits, must improve stack-and-shed technique against offensive linemen, zone coverage spacing can be inconsistent, occasionally overruns plays",6-1,229,4.69,5.66
Jake Majors,"Majors is a technically sound center with excellent football intelligence and leadership skills. He displays good hand placement in pass protection, anchoring well against power rushers and redirecting effectively against quickness. In the run game, Majors demonstrates good leverage and leg drive to create movement at the point of attack. His understanding of protections and defensive fronts stands out, making accurate line calls and adjusting blocking schemes. Majors works well in combination blocks, efficiently transitioning from double teams to the second level.","Football intelligence, technique, hand placement, understanding of protections, leverage, combination blocking, leadership, consistency, communication skills, awareness of stunts/blitzes","Lacks elite power at point of attack, athletic limitations against exceptionally quick interior defenders, can struggle against massive nose tackles, needs to improve functional strength, occasionally plays too high affecting leverage",6-3,306,5,7.91
Isaac TeSlaa,"TeSlaa is a physical receiver with good size and developing route-running skills. He displays strong hands, consistently catching away from his body and showing good concentration through contact. At the catch point, TeSlaa uses his size effectively, boxing out defenders and making contested catches in traffic. After the catch, he demonstrates good strength and determination, breaking tackles and fighting for extra yards. TeSlaa has shown improvement as a route runner, creating separation with physical releases and sharp breaks. He is a willing blocker in the run game, using his size and strength to seal off defenders.","Size, strong hands, contested catch ability, physicality, concentration through contact, yards after contact, blocking in run game, release package, competitive toughness, red zone effectiveness","Route precision needs refinement, separation ability against man coverage must improve, lacks elite top-end speed, sometimes rounds off breaks, can struggle to create consistent separation against physical corners",,,,9.93
Robert Longerbeam,"Longerbeam is a fluid cornerback with excellent speed and developing coverage skills. He displays smooth transitions in his backpedal and has the recovery speed to make up ground when beaten initially. In man coverage, Longerbeam demonstrates the ability to mirror receivers' movements and stay in phase throughout routes. His technique at the line of scrimmage is improving, showing patience and proper hand placement in press coverage. In zone, Longerbeam demonstrates developing awareness and route recognition, breaking quickly on throws in front of him. He shows competitive toughness at the catch point, challenging receivers and disrupting passes.","Speed, fluidity, transitions, recovery ability, man coverage potential, competitive toughness, development trajectory, mirror ability, closing burst, athletic traits","Technique needs refinement, play strength against larger receivers must develop, ball production must increase, tackling in run support needs improvement, route recognition in zone coverage can be inconsistent",5-11,178,4.39,8.71
Hunter Wohler,"Wohler is a versatile safety with excellent instincts and physical play style. He displays outstanding processing speed, quickly diagnosing plays and taking proper angles to the ball. Against the run, Wohler is a willing and effective tackler, bringing proper form and leverage to the point of contact. In coverage, he demonstrates good awareness in zone, understanding route combinations and passing off receivers correctly. Wohler has the athleticism to match tight ends in man coverage and the range to provide over-the-top help on deep passes. He plays with high competitive toughness and energy on every snap.","Instincts, processing speed, tackling ability, versatility, zone coverage awareness, physical play style, range, competitive toughness, communication skills, leadership","Man coverage technique needs refinement, can be overaggressive leading to missed tackles or penalties, must improve consistency in deep coverage, ball production could increase, occasionally takes poor angles in open field",6-2,213,4.57,9.25
Brandon Adams,"Adams is a powerful interior defensive lineman with excellent play strength and leverage. He displays impressive power at the point of attack, anchoring against double teams and maintaining gap integrity. As a pass rusher, Adams shows flashes of quickness and power, using bull rushes and swim moves to generate pressure. He demonstrates good awareness of screen plays and has the lateral quickness to make plays in pursuit. Adams plays with high motor and physicality, consistently fighting through blocks to make plays in the backfield.","Play strength, leverage, power at point of attack, anchor against double teams, motor, physicality, awareness, bull rush ability, gap integrity, competitive toughness","Athletic limitations affect pass rush potential, lacks elite quickness, pass rush repertoire needs expansion, can struggle against athletic interior offensive linemen, lateral mobility in space is limited",6-2,182,4.53,
Jonah Monheim,"Monheim is a technically sound offensive tackle with good length and developing strength. He displays good footwork in pass protection, maintaining proper depth in his kick slide and mirroring edge rushers effectively. In the run game, Monheim demonstrates improving power, creating movement at the point of attack and working well on combination blocks. He shows good awareness of stunts and blitzes, communicating with adjacent linemen and picking up late rushers. Monheim plays with competitive toughness, finishing blocks and looking for work when unoccupied.","Technique, footwork, length, kick slide, awareness of stunts/blitzes, communication skills, competitive toughness, development trajectory, mirror ability, pass protection upside","Play strength needs continued development, can be susceptible to power rushes, anchor strength must improve, hand placement can be inconsistent, occasionally plays too high affecting leverage",6-4,302,5,
O'Donnell Fortune,"Fortune is an athletic defensive back with excellent speed and developing coverage skills. He displays fluid movements in his backpedal and transitions, showing the ability to change direction quickly. In man coverage, Fortune demonstrates the speed to carry receivers vertically and stay in phase throughout routes. He shows good ball skills, tracking passes in the air and timing his jumps well to contest at the catch point. Fortune demonstrates developing zone awareness, understanding route combinations and passing off receivers correctly. Against the run, he is a willing tackler who takes good angles to the ball carrier.","Speed, athleticism, fluidity, transitions, ball skills, vertical coverage ability, development trajectory, recovery speed, competitive toughness, versatility","Technique needs refinement, play strength must improve, sometimes relies too much on athleticism over technique, tackling in run support can be inconsistent, route recognition in zone coverage needs development",,,,2.61
Phil Mafah,"Mafah is a big, physical running back with excellent size and contact balance. He displays impressive lower body strength, consistently breaking tackles and falling forward for extra yardage. As a runner, Mafah shows good vision, finding cutback lanes and setting up blocks effectively. He accelerates well for his size and has enough speed to break chunk gains when he finds daylight. Mafah demonstrates reliable hands as a receiver out of the backfield and is a willing pass protector, identifying and engaging blitzers effectively.","Size, power, contact balance, tackle-breaking ability, vision, acceleration for size, yards after contact, reliable hands, pass protection willingness, durability","Top-end speed is merely adequate, lateral agility in space is limited, sometimes runs too upright making him a larger target, decision-making can be inconsistent, needs to improve route running as a receiver",6-1,234,4.55,
Mac McWilliams,"McWilliams is a developing cornerback with good athleticism and competitive toughness. He displays fluid hips in coverage, transitioning smoothly from backpedal to forward movement. In man coverage, McWilliams demonstrates improving technique, staying in phase with receivers and contesting at the catch point. He shows developing ball skills, tracking passes in the air and disrupting throws with proper timing. McWilliams demonstrates good awareness in zone coverage, understanding route combinations and reading quarterback eyes. Against the run, he is a willing tackler who brings proper form to the point of contact.","Athleticism, fluid hips, transitions, competitive toughness, development trajectory, willingness in run support, tackling technique, zone awareness, closing burst, versatility","Technique needs continued refinement, play strength against larger receivers must develop, ball production must increase, can be overaggressive in press coverage, route recognition against complex combinations needs work",,,,7.38
Nazir Stackhouse,"Stackhouse is a massive interior defensive lineman with excellent play strength and anchor ability. He displays impressive power at the point of attack, holding his ground against double teams and controlling the line of scrimmage. As a run defender, Stackhouse excels at clogging running lanes and maintaining gap integrity. His pass rush is developing, showing the ability to push the pocket with bull rushes and occasionally split double teams. Stackhouse demonstrates good awareness of screen plays and has the motor to make plays in pursuit. He plays with high competitive toughness and physicality.","Size, play strength, anchor ability, power at point of attack, run defense, gap integrity, screen recognition, competitive toughness, physicality, pocket push","Athletic limitations affect pass rush potential, lacks elite quickness, pass rush repertoire is limited, lateral mobility in space is restricted, can struggle against zone blocking schemes, stamina for extended drives",6-3,320,5.15,6.04
RJ Mickens,"Mickens is an intelligent safety with excellent instincts and versatility. He displays outstanding processing speed, quickly diagnosing plays and taking proper angles to the ball. Against the run, Mickens is a reliable tackler, bringing proper form and leverage to the point of contact. In coverage, he demonstrates good awareness in zone, understanding route combinations and passing off receivers correctly. Mickens has the athleticism to match tight ends in man coverage and the football IQ to align the secondary. He plays with high competitive toughness and communication skills on every snap.","Instincts, processing speed, versatility, tackling reliability, zone coverage awareness, football IQ, communication skills, alignment skills, competitive toughness, leadership","Elite range is lacking, man coverage against slot receivers needs refinement, can be overmatched physically by larger tight ends, playmaking production could increase, top-end speed is good but not exceptional",,,,8.6
Caleb Ransaw,"Ransaw is an athletic defensive back with excellent speed and developing coverage skills. He displays fluid movements in his backpedal and transitions, showing the ability to change direction quickly. In man coverage, Ransaw demonstrates the speed to carry receivers vertically and recover when beaten initially. He shows developing ball skills, tracking passes in the air and timing his jumps to contest at the catch point. Ransaw demonstrates good competitive toughness, challenging receivers and disrupting passes. Against the run, he is a willing tackler who brings proper effort to the point of contact.","Speed, athleticism, fluidity, transitions, man coverage potential, competitive toughness, development trajectory, recovery speed, vertical coverage ability, versatility","Technique needs significant refinement, route recognition in zone coverage must improve, play strength against larger receivers needs development, tackling technique can be inconsistent, needs to improve ball production",5-11,197,4.33,9.74
Moliki Matavao,"Matavao is an athletic tight end with good receiving skills and developing blocking ability. He displays fluid movement for his size, running clean routes and showing burst after the catch. As a receiver, Matavao presents a large catch radius and demonstrates reliable hands, catching away from his body consistently. In the blocking game, he shows competitive toughness and developing technique, using his athletic ability effectively in space. Matavao demonstrates good awareness in finding soft spots in zone coverage and has the speed to threaten the seam. He offers versatility in alignment, able to line up inline, in the slot, or in the backfield.","Athleticism, receiving ability, catch radius, reliable hands, movement skills, seam-stretching ability, versatility in alignment, yards after catch potential, development trajectory, competitive toughness","Blocking technique needs significant refinement, must add functional strength, can struggle against physical defenders at the point of attack, route precision can improve, needs to develop better play strength for in-line blocking",6-6,260,4.81,6.6
Jermari Harris,"Harris is a smart, instinctive cornerback with good ball skills and developing technique. He displays good processing speed, quickly diagnosing plays and breaking on the ball. In zone coverage, Harris excels at reading route combinations and quarterback eyes, jumping routes and creating turnover opportunities. His man coverage skills are developing, showing the ability to mirror receivers and stay in phase throughout routes. Harris demonstrates competitive toughness at the catch point, challenging receivers and disrupting passes. Against the run, he is a willing tackler who takes good angles to the ball carrier.","Instincts, ball skills, zone coverage ability, processing speed, route recognition, competitive toughness, tackling angles, football IQ, breaking on the ball, versatility","Athletic limitations against elite speed receivers, man coverage technique needs refinement, can lose positioning against physical receivers, press technique must improve, top-end speed is good but not exceptional",6-1,189,4.56,3.61
Jo'Quavious Marks,"Marks is a versatile running back with excellent receiving ability and good vision. He displays impressive route-running skills for a running back, creating separation against linebackers and catching the ball cleanly away from his body. As a runner, Marks shows good patience, setting up blocks and finding cutback lanes effectively. He accelerates quickly through holes and has enough speed to break chunk gains when he finds daylight. Marks demonstrates good elusiveness in space, making the first defender miss and creating additional yardage after contact. He has shown improvement in pass protection, identifying and engaging blitzers.","Receiving ability, route running, hands, vision, patience, elusiveness in space, acceleration, versatility, third-down value, yards after catch","Lacks ideal size for consistent between-the-tackles running, contact balance can be inconsistent, top-end speed is merely adequate, must continue improving in pass protection, sometimes hesitant hitting the hole",,,,6.66
Yahya Black,"Black is a powerful interior defensive lineman with excellent length and developing technique. He displays good strength at the point of attack, anchoring against the run and maintaining gap integrity. As a pass rusher, Black shows flashes of quickness and power, using his length to keep offensive linemen off his frame. He demonstrates good awareness of screen plays and has the motor to make plays in pursuit. Black plays with competitive toughness and physicality, consistently fighting through blocks to make plays.","Length, strength at point of attack, anchor ability, power potential, motor, physicality, awareness, development trajectory, screen recognition, competitive toughness","Consistency as a pass rusher needs improvement, must refine hand usage, can get too high affecting leverage, needs to develop more counter moves, processing speed can be improved, occasional lapses in gap discipline",,,,3.61
Willie Lampkin,"Lampkin is a compact, powerful interior offensive lineman with good leverage and competitive toughness. He displays impressive core strength in pass protection, anchoring well against power rushers despite his lack of ideal size. In the run game, Lampkin uses his natural leverage advantage effectively, creating movement at the point of attack with excellent technique. He shows good awareness of stunts and blitzes, working well in combination with adjacent linemen. Lampkin demonstrates good hand usage, resetting effectively when defenders attempt to disengage.","Leverage, core strength, competitive toughness, technique, awareness of stunts/blitzes, hand usage, combination blocking, mobility for position, play strength, reliability","Size limitations could affect matchups with larger defensive tackles, length is below average for position, can be susceptible to power at times, must win with technique consistently, occasional struggles reaching second-level defenders",5-11,290,5.2,3.06
Dante Trader Jr,"Trader is an athletic safety with excellent versatility and developing instincts. He displays good range from the deep third, covering ground quickly and providing over-the-top help on vertical routes. Against the run, Trader is a physical tackler, bringing proper form and leverage to the point of contact. In coverage, he demonstrates improving awareness in zone, understanding route combinations and passing off receivers correctly. Trader has the athleticism to match tight ends in man coverage and the toughness to play in the box when needed. He plays with high competitive toughness and communication skills.","Athleticism, versatility, range, physical tackling, competitive toughness, development trajectory, box safety potential, man coverage upside, closing speed, communication skills","Instincts are still developing, can be overaggressive leading to missed tackles, must improve consistency in deep coverage, ball production could increase, processing speed against complex offenses needs refinement",5-11,196,4.52,2.3
Teddye Buchanan,"Buchanan is a physical, versatile defender with excellent competitive toughness and football intelligence. He displays good processing speed, quickly diagnosing plays and taking proper angles to the ball. Against the run, Buchanan is a reliable tackler, bringing proper form and leverage to the point of contact. In coverage, he demonstrates good awareness in zone, understanding route combinations and passing off receivers correctly. Buchanan has shown the versatility to play multiple positions in the defensive backfield, contributing in various roles based on scheme and situation. He plays with high motor and leadership qualities.","Versatility, football intelligence, competitive toughness, tackling reliability, zone coverage awareness, processing speed, leadership, communication skills, positional flexibility, development trajectory","Athletic limitations against elite athletes in space, man coverage technique needs refinement, lacks elite speed, playmaking production could increase, sometimes limited by tweener size for certain positions",6-2,233,4.6,9.42
